Club,interestName,assetSize,assetPercentage,benchmarkSize,benchmarkPercentage,affinity
Aston Villa,United States,190000,12.666666666666998,230000000,10.952380952381,115.65217391303999
Aston Villa,Canada,28000,1.8666666666667,25000000,1.1904761904762,156.8
Aston Villa,United Kingdom,1400000,93.333333333333,49000000,2.3333333333332997,4000.0
Aston Villa,Argentina,180000,12.0,34000000,1.6190476190476,741.17647058824
Aston Villa,Australia,44000,2.9333333333333,17000000,0.80952380952381,362.35294117647004
Aston Villa,Austria,17000,1.1333333333333,4400000,0.20952380952381,540.9090909090901
Aston Villa,Belgium,51000,3.4,7700000,0.36666666666666997,927.2727272727301
Aston Villa,Brazil,160000,10.666666666667,140000000,6.6666666666667,160.0
Aston Villa,Chile,22000,1.4666666666666999,15000000,0.71428571428571,205.33333333333
Aston Villa,China,2500,0.16666666666667002,3400000,0.16190476190476,102.94117647059
Aston Villa,Colombia,33000,2.2,36000000,1.7142857142857,128.33333333333
Aston Villa,Croatia,8700,0.58,2100000,0.1,580.0
Aston Villa,Denmark,17000,1.1333333333333,4000000,0.19047619047619,595.0
Aston Villa,Dominican Republic,12000,0.8,6400000,0.3047619047619,262.5
Aston Villa,Egypt,590000,39.333333333333,44000000,2.0952380952381,1877.2727272727
Aston Villa,Finland,7100,0.47333333333333,3300000,0.15714285714285997,301.21212121212
Aston Villa,France,220000,14.666666666666998,45000000,2.1428571428571,684.44444444444
Aston Villa,Germany,100000,6.6666666666667,38000000,1.8095238095238,368.42105263158
Aston Villa,Greece,26000,1.7333333333333,6400000,0.3047619047619,568.75
Aston Villa,Hong Kong,7900,0.52666666666667,5700000,0.27142857142857,194.0350877193
Aston Villa,India,140000,9.3333333333333,360000000,17.142857142857,54.444444444443995
Aston Villa,Indonesia,93000,6.2,150000000,7.1428571428571,86.8
Aston Villa,Ireland,81000,5.4,3200000,0.15238095238095,3543.75
Aston Villa,Israel,4500,0.3,5900000,0.28095238095238,106.77966101695
Aston Villa,Italy,480000,32.0,36000000,1.7142857142857,1866.6666666667002
Aston Villa,Japan,23000,1.5333333333333001,45000000,2.1428571428571,71.555555555556
Aston Villa,Jordan,14000,0.93333333333333,5700000,0.27142857142857,343.85964912280997
Aston Villa,Kuwait,11000,0.73333333333333,4200000,0.2,366.66666666667
Aston Villa,Lebanon,4300,0.28666666666667,3800000,0.18095238095238,158.42105263158
Aston Villa,Malaysia,40000,2.6666666666667003,26000000,1.2380952380952,215.38461538462
Aston Villa,Mexico,550000,36.666666666667,92000000,4.3809523809524,836.9565217391299
Aston Villa,Netherlands,85000,5.6666666666667,11000000,0.5238095238095201,1081.8181818182002
Aston Villa,New Zealand,7000,0.46666666666667,3500000,0.16666666666667002,280.0
Aston Villa,Nigeria,110000,7.3333333333333,29000000,1.3809523809524,531.03448275862
Aston Villa,Norway,20000,1.3333333333333,3700000,0.17619047619048,756.75675675676
Aston Villa,Pakistan,40000,2.6666666666667003,41000000,1.9523809523809998,136.58536585366002
Aston Villa,Panama,1100,0.073333333333333,2600000,0.12380952380952001,59.23076923076899
Aston Villa,Peru,61000,4.0666666666667,24000000,1.1428571428571002,355.83333333333
Aston Villa,Philippines,14000,0.93333333333333,78000000,3.7142857142857,25.128205128205
Aston Villa,Poland,29000,1.9333333333333,20000000,0.95238095238095,203.0
Aston Villa,Russia,22000,1.4666666666666999,58000000,2.7619047619048,53.103448275862
Aston Villa,Saudi Arabia,39000,2.6,25000000,1.1904761904762,218.4
Aston Villa,Serbia,7900,0.52666666666667,3800000,0.18095238095238,291.05263157895
Aston Villa,Singapore,16000,1.0666666666667,4600000,0.21904761904762,486.9565217391299
Aston Villa,South Africa,62000,4.1333333333333,22000000,1.047619047619,394.54545454544996
Aston Villa,South Korea,23000,1.5333333333333001,21000000,1.0,153.33333333333
Aston Villa,Spain,71000,4.7333333333333,35000000,1.6666666666667,284.0
Aston Villa,Sweden,62000,4.1333333333333,7200000,0.34285714285714003,1205.5555555556
Aston Villa,Switzerland,26000,1.7333333333333,4800000,0.22857142857143,758.33333333333
Aston Villa,Taiwan,2200,0.14666666666667003,18000000,0.85714285714286,17.111111111111
