Club,interestName,assetSize,assetPercentage,benchmarkSize,benchmarkPercentage,affinity
West Ham,Parents (All),78000,10.833333333333002,6500000,13.265306122449,81.666666666667
West Ham,New Parents (0-12 months),1800,0.25,180000,0.36734693877551006,68.055555555556
West Ham,Parents with toddlers (01-02 years),1100,0.15277777777777998,120000,0.24489795918367002,62.384259259259004
West Ham,Parents with preschoolers (03-05 years),1500,0.20833333333332996,160000,0.32653061224490004,63.802083333332995
West Ham,Parents with early school-age children (06-08 years),2400,0.33333333333333,200000,0.40816326530612,81.666666666667
West Ham,Parents with teenagers (13-17 years),8400,1.1666666666667,580000,1.1836734693878002,98.56321839080499
West Ham,Parents with adult children (18-26 years),30000,4.1666666666667,2100000,4.2857142857143,97.222222222222
West Ham,Parents with preteens (09-12 years),3300,0.45833333333333,270000,0.55102040816327,83.179012345679
