Club,interestName,assetSize,assetPercentage,benchmarkSize,benchmarkPercentage,affinity
Fulham,Business and Finance,2100,0.55263157894737,290000,0.59183673469388,93.37568058076201
Fulham,Administrative Services,4200,1.1052631578947,670000,1.3673469387755,80.832678711705
Fulham,Education and Libraries,1200,0.31578947368421,220000,0.4489795918367299,70.334928229665
Fulham,Management,3500,0.92105263157895,540000,1.1020408163265,83.57699805068201
Fulham,Sales,3800,1.0,570000,1.1632653061223999,85.964912280702
Fulham,IT and Technical Services,1700,0.44736842105263,260000,0.5306122448979601,84.311740890688
Fulham,Legal Services,1000,0.26315789473684,15000,0.030612244897959,859.6491228070199
Fulham,"Arts, Entertainment, Sports and Media",2800,0.7368421052631601,350000,0.71428571428571,103.15789473684
Fulham,Production,2600,0.6842105263157899,420000,0.85714285714286,79.824561403509
Fulham,Transportation and Moving,1300,0.34210526315788997,200000,0.40816326530612,83.81578947368399
Fulham,Architecture and Engineering,1000,0.26315789473684,160000,0.32653061224490004,80.592105263158
Fulham,Food and Restaurants,2000,0.52631578947368,1000,0.0020408163265306,25789.473684211
Fulham,Construction and Extraction,1300,0.34210526315788997,170000,0.3469387755102,98.606811145511
Fulham,Healthcare and Medical Services,1100,0.28947368421053005,1000,0.0020408163265306,14184.210526316001
Fulham,Installation and Repair Services,1700,0.44736842105263,270000,0.55102040816327,81.189083820663
Fulham,"Life, Physical and Social Sciences",1400,0.36842105263158004,220000,0.4489795918367299,82.057416267943
Fulham,Computation and Mathematics,1700,0.44736842105263,260000,0.5306122448979601,84.311740890688
Fulham,Community and Social Services,1000,0.26315789473684,130000,0.26530612244898005,99.19028340080999
Fulham,Protective Services,1000,0.26315789473684,72000,0.14693877551020001,179.09356725146
Fulham,"Farming, Fishing and Forestry",1000,0.26315789473684,150000,0.30612244897959,85.964912280702
Fulham,Cleaning and Maintenance Services,1000,0.26315789473684,110000,0.22448979591837,117.22488038278
Fulham,Military (Global),1000,0.26315789473684,2300,0.0046938775510204,5606.4073226545
Fulham,Veterans (US),1000,0.26315789473684,1700,0.003469387755102,7585.139318885401
Fulham,Government Employees (Global),1000,0.26315789473684,9600,0.019591836734694,1343.201754386
