Club,interestName,assetSize,assetPercentage,benchmarkSize,benchmarkPercentage,affinity
West Ham,United States,130000,18.055555555555998,230000000,10.952380952381,164.85507246377
West Ham,Canada,21000,2.9166666666667003,25000000,1.1904761904762,245.0
West Ham,United Kingdom,720000,100.0,49000000,2.3333333333332997,4285.7142857143
West Ham,Argentina,180000,25.0,34000000,1.6190476190476,1544.1176470588
West Ham,Australia,46000,6.3888888888889,17000000,0.80952380952381,789.2156862745098
West Ham,Austria,30000,4.1666666666667,4400000,0.20952380952381,1988.6363636364001
West Ham,Belgium,35000,4.8611111111111,7700000,0.36666666666666997,1325.7575757575999
West Ham,Brazil,120000,16.666666666667,140000000,6.6666666666667,250.0
West Ham,Chile,12000,1.6666666666667,15000000,0.71428571428571,233.33333333332996
West Ham,China,2800,0.38888888888889,3400000,0.16190476190476,240.19607843137
West Ham,Colombia,25000,3.4722222222222,36000000,1.7142857142857,202.5462962963
West Ham,Croatia,22000,3.0555555555555998,2100000,0.1,3055.5555555555998
West Ham,Denmark,17000,2.3611111111111,4000000,0.19047619047619,1239.5833333333
West Ham,Dominican Republic,1000,0.13888888888889,6400000,0.3047619047619,45.572916666667005
West Ham,Egypt,120000,16.666666666667,44000000,2.0952380952381,795.45454545455
West Ham,Finland,7200,1.0,3300000,0.15714285714285997,636.36363636364
West Ham,France,110000,15.277777777778,45000000,2.1428571428571,712.9629629629599
West Ham,Germany,130000,18.055555555555998,38000000,1.8095238095238,997.8070175438601
West Ham,Greece,32000,4.4444444444444,6400000,0.3047619047619,1458.3333333332998
West Ham,Hong Kong,7800,1.0833333333333,5700000,0.27142857142857,399.12280701753997
West Ham,India,820000,113.88888888889,360000000,17.142857142857,664.35185185185
West Ham,Indonesia,160000,22.222222222221998,150000000,7.1428571428571,311.11111111111
West Ham,Ireland,56000,7.777777777777799,3200000,0.15238095238095,5104.1666666667
West Ham,Israel,6300,0.875,5900000,0.28095238095238,311.4406779661
West Ham,Italy,180000,25.0,36000000,1.7142857142857,1458.3333333332998
West Ham,Japan,22000,3.0555555555555998,45000000,2.1428571428571,142.59259259259
West Ham,Jordan,7700,1.0694444444444,5700000,0.27142857142857,394.00584795322
West Ham,Kuwait,6300,0.875,4200000,0.2,437.5
West Ham,Lebanon,4200,0.5833333333333299,3800000,0.18095238095238,322.36842105262997
West Ham,Malaysia,70000,9.7222222222222,26000000,1.2380952380952,785.2564102564099
West Ham,Mexico,120000,16.666666666667,92000000,4.3809523809524,380.4347826087
West Ham,Netherlands,42000,5.8333333333333,11000000,0.5238095238095201,1113.6363636364
West Ham,New Zealand,6800,0.94444444444444,3500000,0.16666666666667002,566.66666666667
West Ham,Nigeria,200000,27.777777777778002,29000000,1.3809523809524,2011.4942528735999
West Ham,Norway,22000,3.0555555555555998,3700000,0.17619047619048,1734.2342342342001
